"Pop","Loc","Date","Year","Plant_ID","Species","Amount"
"ARB","Garden",2023-07-28,"2023","ARB-7E","Mealybug",1
"ARB","Garden",2023-07-28,"2023","ARB-7E","Cicadellidae",1
"ARB","Garden",2023-08-03,"2023","ARB-7E","Mealybug",15
"ARB","Garden",2023-08-07,"2023","ARB-7E","Mealybug",20
"ARB","Garden",2023-08-15,"2023","ARB-7E","Mealybug",40
"ARB","Garden",2023-06-05,"2023","ARB-7F","Grasshopper",1
"ARB","Garden",2023-06-05,"2023","ARB-7F","Spider mite",1
"ARB","Garden",2023-06-05,"2023","ARB-7F","White Fly",1
"ARB","Garden",2023-06-12,"2023","ARB-7F","Spider mite",10
"ARB","Garden",2023-06-12,"2023","ARB-7F","White Fly",1
"ARB","Garden",2023-07-03,"2023","ARB-7F","Mealybug",1
"ARB","Garden",2023-07-10,"2023","ARB-7F","Grasshopper",1
"ARB","Garden",2023-07-10,"2023","ARB-7F","Mealybug",5
"ARB","Garden",2023-07-17,"2023","ARB-7F","Grasshopper",1
"ARB","Garden",2023-07-28,"2023","ARB-7F","Mealybug",50
"ARB","Garden",2023-08-03,"2023","ARB-7F","Mealybug",100
"ARB","Garden",2023-08-07,"2023","ARB-7F","Mealybug",70
"ARB","Garden",2023-08-15,"2023","ARB-7F","Mealybug",200
"ARB","Garden",2023-07-03,"2023","ARB-8A","White Fly",1
"ARB","Garden",2023-07-03,"2023","ARB-8A","Scales",5
"ARB","Garden",2023-07-17,"2023","ARB-8A","Spodoptera",3
"ARB","Garden",2023-07-28,"2023","ARB-8A","Mealybug",10
"ARB","Garden",2023-07-28,"2023","ARB-8A","White Fly",1
"ARB","Garden",2023-08-03,"2023","ARB-8A","Mealybug",10
"ARB","Garden",2023-08-07,"2023","ARB-8A","Mealybug",20
"ARB","Garden",2023-08-15,"2023","ARB-8A","Mealybug",80
"ARB","Garden",2023-08-15,"2023","ARB-8A","White fly",3
"BR","Garden",2023-07-28,"2023","BR-1E","Mealybug",70
"BR","Garden",2023-08-03,"2023","BR-1E","Mealybug",20
"BR","Garden",2023-08-07,"2023","BR-1E","Mealybug",30
"BR","Garden",2023-08-07,"2023","BR-1E","White Fly",5
"BR","Garden",2023-08-15,"2023","BR-1E","Mealybug",20
"BR","Garden",2023-07-03,"2023","BR-1H","Mealybug",1
"BR","Garden",2023-07-10,"2023","BR-1H","Mealybug",1
"BR","Garden",2023-07-17,"2023","BR-1H","Mealybug",3
"BR","Garden",2023-07-28,"2023","BR-1H","Mealybug",20
"BR","Garden",2023-08-03,"2023","BR-1H","Mealybug",10
"BR","Garden",2023-08-07,"2023","BR-1H","Mealybug",8
"BR","Garden",2023-08-15,"2023","BR-1H","Mealybug",50
"CAH","Garden",2023-06-29,"2023","CAH-14A","Spodoptera",1
"CAH","Garden",2023-07-03,"2023","CAH-14A","White Fly",3
"CAH","Garden",2023-07-28,"2023","CAH-14A","Mealybug",20
"CAH","Garden",2023-08-07,"2023","CAH-14A","Mealybug",40
"CAH","Garden",2023-08-15,"2023","CAH-14A","Mealybug",50
"CAH","Garden",2023-07-03,"2023","CAH-14B","White Fly",1
"CAH","Garden",2023-07-28,"2023","CAH-14B","Mealybug",30
"CAH","Garden",2023-08-03,"2023","CAH-14B","Stink bug",1
"CAH","Garden",2023-08-03,"2023","CAH-14B","White Fly",5
"CAH","Garden",2023-08-07,"2023","CAH-14B","Mealybug",25
"CAH","Garden",2023-08-15,"2023","CAH-14B","Mealybug",20
"CAH","Garden",2023-08-15,"2023","CAH-14B","White fly",10
"CAH","Garden",2023-06-05,"2023","CAH-5C","Cidadelldae",1
"CAH","Garden",2023-07-10,"2023","CAH-5C","White Fly",1
"CAH","Garden",2023-07-28,"2023","CAH-5C","Spodoptera",2
"CAH","Garden",2023-07-28,"2023","CAH-5C","Mealybug",10
"CAH","Garden",2023-08-03,"2023","CAH-5C","Caterpillar",2
"CAH","Garden",2023-08-07,"2023","CAH-5C","Mealybug",3
"CAH","Garden",2023-08-07,"2023","CAH-5C","Spodoptera",1
"CAH","Garden",2023-08-07,"2023","CAH-5C","Stink bug",1
"CAH","Garden",2023-08-15,"2023","CAH-5C","Mealybug",7
"CAH","Garden",2023-08-15,"2023","CAH-5C","White fly",5
"CAH","Garden",2023-06-12,"2023","CAH-8A","Caterpillar",1
"CAH","Garden",2023-07-03,"2023","CAH-8A","White Fly",1
"CAH","Garden",2023-07-03,"2023","CAH-8A","Mealybug",1
"CAH","Garden",2023-07-10,"2023","CAH-8A","Mealybug",3
"CAH","Garden",2023-07-28,"2023","CAH-8A","Mealybug",30
"CAH","Garden",2023-08-03,"2023","CAH-8A","Caterpillar",1
"CAH","Garden",2023-08-03,"2023","CAH-8A","Mealybug",5
"CAH","Garden",2023-08-07,"2023","CAH-8A","Mealybug",100
"CAH","Garden",2023-08-15,"2023","CAH-8A","Mealybug",200
"CAH","Garden",2023-08-15,"2023","CAH-8A","White fly",7
"CAH","Garden",2023-06-05,"2023","CAH-8C","Caterpillar",2
"CAH","Garden",2023-06-12,"2023","CAH-8C","Caterpillar",2
"CAH","Garden",2023-07-10,"2023","CAH-8C","White Fly",1
"CAH","Garden",2023-08-03,"2023","CAH-8C","White Fly",3
"CAH","Garden",2023-08-07,"2023","CAH-8C","Mealybug",20
"CAH","Garden",2023-08-15,"2023","CAH-8C","Mealybug",30
"CAH","Garden",2023-08-15,"2023","CAH-8C","White fly",5
"CAH","Garden",2023-06-05,"2023","CAH-8E","Caterpillar",2
"CAH","Garden",2023-06-05,"2023","CAH-8E","White Fly",1
"CAH","Garden",2023-06-12,"2023","CAH-8E","Caterpillar",2
"CAH","Garden",2023-07-28,"2023","CAH-8E","Mealybug",10
"CAH","Garden",2023-07-28,"2023","CAH-8E","Stink bug",1
"CAH","Garden",2023-08-03,"2023","CAH-8E","Caterpillar",1
"CAH","Garden",2023-08-07,"2023","CAH-8E","Mealybug",15
"CAH","Garden",2023-08-07,"2023","CAH-8E","Grasshopper",1
"CAH","Garden",2023-08-15,"2023","CAH-8E","Cicadelidae",1
"CAH","Garden",2023-08-15,"2023","CAH-8E","Mealybug",70
"CAH","Garden",2023-08-15,"2023","CAH-8E","White fly",2
"DUDU","Garden",2023-05-31,"2023","DUDU-1A","Caterpillar",1
"DUDU","Garden",2023-07-28,"2023","DUDU-1A","Mealybug",3
"DUDU","Garden",2023-08-03,"2023","DUDU-1A","White Fly",8
"DUDU","Garden",2023-08-07,"2023","DUDU-1A","Mealybug",4
"DUDU","Garden",2023-08-07,"2023","DUDU-1A","White Fly",3
"DUDU","Garden",2023-08-15,"2023","DUDU-1A","White fly",5
"DUDU","Garden",2023-08-15,"2023","DUDU-1A","Mealybug",2
"DUDU","Garden",2023-07-28,"2023","DUDU-1C","Mealybug",20
"DUDU","Garden",2023-08-03,"2023","DUDU-1C","Mealybug",3
"DUDU","Garden",2023-08-03,"2023","DUDU-1C","White Fly",1
"DUDU","Garden",2023-08-07,"2023","DUDU-1C","Mealybug",50
"DUDU","Garden",2023-08-15,"2023","DUDU-1C","White fly",3
"DUDU","Garden",2023-08-15,"2023","DUDU-1C","Mealybug",80
"DUDU","Garden",2023-07-28,"2023","DUDU-3D","Mealybug",5
"DUDU","Garden",2023-08-03,"2023","DUDU-3D","White Fly",3
"DUDU","Garden",2023-08-07,"2023","DUDU-3D","Mealybug",30
"DUDU","Garden",2023-08-07,"2023","DUDU-3D","Stink bug",1
"DUDU","Garden",2023-08-15,"2023","DUDU-3D","Spodoptera",4
"DUDU","Garden",2023-08-15,"2023","DUDU-3D","Mealybug",20
"DUDU","Garden",2023-06-12,"2023","DUDU-7A","White Fly",1
"DUDU","Garden",2023-07-03,"2023","DUDU-7A","White Fly",2
"DUDU","Garden",2023-07-28,"2023","DUDU-7A","Mealybug",15
"DUDU","Garden",2023-08-07,"2023","DUDU-7A","Mealybug",30
"DUDU","Garden",2023-08-15,"2023","DUDU-7A","White fly",2
"DUDU","Garden",2023-08-15,"2023","DUDU-7A","Mealybug",30
"DUDU","Garden",2023-06-05,"2023","DUDU-7C","Mealybug",2
"DUDU","Garden",2023-06-05,"2023","DUDU-7C","Caterpillar",1
"DUDU","Garden",2023-06-12,"2023","DUDU-7C","Mealybug",1
"DUDU","Garden",2023-07-03,"2023","DUDU-7C","Mealybug",20
"DUDU","Garden",2023-07-10,"2023","DUDU-7C","Mealybug",15
"DUDU","Garden",2023-07-28,"2023","DUDU-7C","Mealybug",500
"DUDU","Garden",2023-08-03,"2023","DUDU-7C","Mealybug",500
"DUDU","Garden",2023-08-07,"2023","DUDU-7C","Mealybug",150
"DUDU","Garden",2023-08-15,"2023","DUDU-7C","White fly",3
"DUDU","Garden",2023-08-15,"2023","DUDU-7C","Mealybug",100
"DUDU","Garden",2023-07-03,"2023","DUDU-7E","Mealybug",40
"DUDU","Garden",2023-07-10,"2023","DUDU-7E","Mealybug",50
"DUDU","Garden",2023-07-17,"2023","DUDU-7E","Mealybug",50
"DUDU","Garden",2023-07-28,"2023","DUDU-7E","Mealybug",200
"DUDU","Garden",2023-08-03,"2023","DUDU-7E","Mealybug",500
"DUDU","Garden",2023-08-07,"2023","DUDU-7E","Mealybug",200
"DUDU","Garden",2023-08-15,"2023","DUDU-7E","White fly",3
"DUDU","Garden",2023-08-15,"2023","DUDU-7E","Mealybug",300
"FLAT","Garden",2023-05-31,"2023","FLAT-1A","Spodoptera",1
"FLAT","Garden",2023-06-05,"2023","FLAT-1A","Caterpillar",3
"FLAT","Garden",2023-06-29,"2023","FLAT-1A","Meallybug",7
"FLAT","Garden",2023-07-03,"2023","FLAT-1A","Mormidea lugens",1
"FLAT","Garden",2023-07-03,"2023","FLAT-1A","Scales",5
"FLAT","Garden",2023-07-10,"2023","FLAT-1A","White Fly",2
"FLAT","Garden",2023-07-17,"2023","FLAT-1A","Mealybug",5
"FLAT","Garden",2023-07-17,"2023","FLAT-1A","Spodoptera",1
"FLAT","Garden",2023-07-28,"2023","FLAT-1A","Mealybug",30
"FLAT","Garden",2023-07-28,"2023","FLAT-1A","Spodoptera",1
"FLAT","Garden",2023-08-03,"2023","FLAT-1A","Caterpillar",1
"FLAT","Garden",2023-08-03,"2023","FLAT-1A","Mealybug",50
"FLAT","Garden",2023-08-07,"2023","FLAT-1A","Mealybug",30
"FLAT","Garden",2023-08-15,"2023","FLAT-1A","Mealybug",30
"FLAT","Garden",2023-08-15,"2023","FLAT-1A","White fly",5
"FLAT","Garden",2023-05-31,"2023","FLAT-1B","Caterpillar",1
"FLAT","Garden",2023-07-03,"2023","FLAT-1B","Mealybug",2
"FLAT","Garden",2023-07-10,"2023","FLAT-1B","Mealybug",1
"FLAT","Garden",2023-07-17,"2023","FLAT-1B","Mealybug",3
"FLAT","Garden",2023-07-28,"2023","FLAT-1B","Mealybug",30
"FLAT","Garden",2023-07-28,"2023","FLAT-1B","Spodoptera",1
"FLAT","Garden",2023-08-03,"2023","FLAT-1B","Mealybug",200
"FLAT","Garden",2023-08-07,"2023","FLAT-1B","Mealybug",20
"FLAT","Garden",2023-08-15,"2023","FLAT-1B","White fly",3
"FLAT","Garden",2023-06-29,"2023","FLAT-3A","Meallybug",7
"FLAT","Garden",2023-07-10,"2023","FLAT-3A","Green caterpillar",1
"FLAT","Garden",2023-07-17,"2023","FLAT-3A","Mealybug",10
"FLAT","Garden",2023-07-28,"2023","FLAT-3A","Mealybug",40
"FLAT","Garden",2023-08-03,"2023","FLAT-3A","Mealybug",10
"FLAT","Garden",2023-08-07,"2023","FLAT-3A","Mealybug",20
"FLAT","Garden",2023-08-15,"2023","FLAT-3A","White fly",3
"FLAT","Garden",2023-08-15,"2023","FLAT-3A","Mealybug",20
"FLAT","Garden",2023-07-03,"2023","FLAT-5A","White Fly",1
"FLAT","Garden",2023-07-10,"2023","FLAT-5A","Mealybug",5
"FLAT","Garden",2023-07-17,"2023","FLAT-5A","Spodoptera",4
"FLAT","Garden",2023-07-17,"2023","FLAT-5A","Mealybug",2
"FLAT","Garden",2023-07-28,"2023","FLAT-5A","Mealybug",20
"FLAT","Garden",2023-08-03,"2023","FLAT-5A","Mealybug",15
"FLAT","Garden",2023-08-07,"2023","FLAT-5A","Mealybug",40
"FLAT","Garden",2023-08-15,"2023","FLAT-5A","White fly",3
"FLAT","Garden",2023-08-15,"2023","FLAT-5A","Mealybug",10
"HIX","Garden",2023-06-12,"2023","HIX-1D","Scales",10
"HIX","Garden",2023-07-03,"2023","HIX-1D","Mealybug",3
"HIX","Garden",2023-07-03,"2023","HIX-1D","Scales",20
"HIX","Garden",2023-07-28,"2023","HIX-1D","Mealybug",20
"HIX","Garden",2023-08-07,"2023","HIX-1D","Mealybug",3
"HIX","Garden",2023-08-15,"2023","HIX-1D","Mealybug",7
"HIX","Garden",2023-08-15,"2023","HIX-1D","White fly",3
"HIX","Garden",2023-08-15,"2023","HIX-1D","Pentitanidae",1
"HIX","Garden",2023-06-05,"2023","HIX-1E","Scales",3
"HIX","Garden",2023-07-03,"2023","HIX-1E","White Fly",1
"HIX","Garden",2023-07-03,"2023","HIX-1E","Leafhopper",1
"HIX","Garden",2023-07-10,"2023","HIX-1E","White Fly",1
"HIX","Garden",2023-07-17,"2023","HIX-1E","Mealybug",4
"HIX","Garden",2023-07-28,"2023","HIX-1E","Stinkbug",4
"HIX","Garden",2023-08-03,"2023","HIX-1E","Mealybug",10
"HIX","Garden",2023-08-07,"2023","HIX-1E","Mealybug",50
"HIX","Garden",2023-08-15,"2023","HIX-1E","Spodoptera",1
"HIX","Garden",2023-08-15,"2023","HIX-1E","White fly",5
"HIX","Garden",2023-08-15,"2023","HIX-1E","Mealybug",7
"HIX","Garden",2023-05-31,"2023","HIX-1G","Mealybug",1
"HIX","Garden",2023-06-05,"2023","HIX-1G","Caterpillar",1
"HIX","Garden",2023-06-12,"2023","HIX-1G","Caterpillar",2
"HIX","Garden",2023-07-03,"2023","HIX-1G","White Fly",1
"HIX","Garden",2023-07-17,"2023","HIX-1G","Mealybug",5
"HIX","Garden",2023-07-28,"2023","HIX-1G","Mealybug",5
"HIX","Garden",2023-08-03,"2023","HIX-1G","Mealybug",10
"HIX","Garden",2023-08-03,"2023","HIX-1G","White Fly",2
"HIX","Garden",2023-08-07,"2023","HIX-1G","Mealybug",20
"HIX","Garden",2023-08-07,"2023","HIX-1G","White Fly",3
"HIX","Garden",2023-08-15,"2023","HIX-1G","White fly",3
"HIX","Garden",2023-08-15,"2023","HIX-1G","Mealybug",60
"HIX","Garden",2023-06-05,"2023","HIX-3E","Mealybug",1
"HIX","Garden",2023-06-12,"2023","HIX-3E","Mealybug",1
"HIX","Garden",2023-07-10,"2023","HIX-3E","Green caterpillar",1
"HIX","Garden",2023-07-28,"2023","HIX-3E","Mealybug",5
"HIX","Garden",2023-07-28,"2023","HIX-3E","Spodoptera",1
"HIX","Garden",2023-08-03,"2023","HIX-3E","Mealybug",5
"HIX","Garden",2023-08-07,"2023","HIX-3E","Mealybug",2
"HIX","Garden",2023-08-15,"2023","HIX-3E","White fly",3
"HIX","Garden",2023-08-15,"2023","HIX-3E","Mealybug",10
"I1","Garden",2023-06-05,"2023","I1-3B","Caterpillar",6
"I1","Garden",2023-07-10,"2023","I1-3B","White Fly",1
"I1","Garden",2023-07-28,"2023","I1-3B","Mealybug",15
"I1","Garden",2023-08-07,"2023","I1-3B","Mealybug",7
"I1","Garden",2023-08-07,"2023","I1-3B","Spodoptera",2
"I1","Garden",2023-08-15,"2023","I1-3B","Mealybug",150
"I1","Garden",2023-08-15,"2023","I1-3B","White fly",3
"I1","Garden",2023-07-03,"2023","I1-5B","Mealybug",2
"I1","Garden",2023-07-10,"2023","I1-5B","Mealybug",1
"I1","Garden",2023-07-28,"2023","I1-5B","Mealybug",15
"I1","Garden",2023-08-07,"2023","I1-5B","Mealybug",25
"I1","Garden",2023-08-15,"2023","I1-5B","Mealybug",25
"I1","Garden",2023-08-15,"2023","I1-5B","White fly",4
"I1","Garden",2023-05-31,"2023","I1-6A","Caterpillar",1
"I1","Garden",2023-06-29,"2023","I1-6A","Spodoptera",1
